,AvF0.5,AvF1,AvF1.5,CBA,mGM,CEN,AvACC,Recall_0,Recall_1,Recall_2,Recall_3,Recall_4,Recall_5,Recall_6,Recall_7,Recall_8,Recall_9,Recall_10,Precision_0,Precision_1,Precision_2,Precision_3,Precision_4,Precision_5,Precision_6,Precision_7,Precision_8,Precision_9,Precision_10
0,0.9690142012106626,0.9693291163625168,0.9699122187197168,0.9510075950503601,0.9710122303497067,0.00881578747529175,0.9991883165421115,0.9520383693045563,0.8848379629629629,0.9918514784946236,0.9686973905723906,0.9978847882699363,0.9710598357450136,0.9979355904211396,0.9725859247135843,0.9788557213930348,0.9881104033970276,0.9827378562826175,0.7961229946524064,0.9954427083333334,0.9491920572393279,0.9820004799872003,0.9978106786277364,0.9896373056994818,0.9710727199678586,0.9850808122668877,1.0,1.0,0.9947175944737912
1,0.9717594332756397,0.9719216362620196,0.9724365644010604,0.9530663785702722,0.9734929666298551,0.008721243139275815,0.9992047401158651,0.9760191846522782,0.8854166666666666,0.9909274193548387,0.9714593855218855,0.9977888532829108,0.9589362534219789,0.9971098265895953,0.9787234042553191,0.9854892205638475,0.9851380042462845,0.9867523083099157,0.8112956810631229,0.9986945169712794,0.9512903225806452,0.9801741069058867,0.9978876737639797,0.9959382615759546,0.9714400643604183,0.9904761904761905,1.0,0.999569151227919,0.9959481361426256
2,0.9719512453178367,0.9718582593077895,0.9721822334677637,0.9536412912523324,0.9728004367463731,0.008301513390918551,0.9992506676103193,0.9808153477218226,0.8773148148148148,0.9872311827956989,0.9714856902356902,0.998146288476506,0.9679311693390692,0.9975227085053675,0.967266775777414,0.9842454394693201,0.9898089171974522,0.9851465274989963,0.8273769386378962,0.9980250164581962,0.9563802083333334,0.9843021241438128,0.9978560125236093,0.9868421052631579,0.9652417099480624,0.9887076537013801,0.999578947368421,0.9974326059050064,0.9947304418321848
3,0.9733411550379508,0.9741299990561239,0.9749642040997468,0.9574388724741536,0.9764301502693309,0.007794590009652197,0.9993102167887542,0.9768185451638689,0.8912037037037037,0.9918514784946236,0.9784827441077442,0.9979141877014441,0.9679311693390692,0.9987613542526838,0.9803600654664485,0.9879767827529021,0.983864118895966,0.9903653151344841,0.8301630434782609,0.9941897998708844,0.9536386398513852,0.9820217006784762,0.9983637264311589,0.9943752511048614,0.9699278267842822,0.9900826446280991,0.998742665549036,0.9995685936151855,0.9935561820378574
4,0.9685608557795127,0.9682678780374799,0.9685826285599396,0.9473322637505415,0.9694383961313506,0.010572680160112619,0.9989908752590003,0.9864108713029577,0.8842592592592593,0.983366935483871,0.9563078703703703,0.997624835401867,0.9421196714900274,0.9971098265895953,0.9599018003273322,0.9871475953565506,0.9872611464968153,0.988358089120835,0.7971576227390181,0.9973890339425587,0.9483149708360337,0.9783632498183482,0.9968212346473054,0.9856792144026186,0.9730056406124094,0.9919661733615222,0.9983228511530399,1.0,0.9947474747474747
5,0.9729724295508628,0.9727320996294037,0.9729215471510769,0.9553460714431097,0.97328539251951,0.00798450391834812,0.9992859089915431,0.9784172661870504,0.8819444444444444,0.9896673387096774,0.9759048821548821,0.9980611848589833,0.9694955025420414,0.9979355904211396,0.9615384615384616,0.9821724709784412,0.9851380042462845,0.9915696507426737,0.8372093023255814,1.0,0.9547001620745543,0.982703361322279,0.9981584876696048,0.9845115170770453,0.9710727199678586,0.9873949579831933,0.9995780590717299,0.9982788296041308,0.9947643979057592
6,0.9712599715586868,0.971326787018233,0.9717804559101971,0.952611871836578,0.9727355077027444,0.00902288529017388,0.9991654534151801,0.9704236610711431,0.8859953703703703,0.9917674731182796,0.9639099326599326,0.9979760812414606,0.9608916699256942,0.9975227085053675,0.9729950900163666,0.988391376451078,0.9872611464968153,0.988358089120835,0.8045062955599734,0.9986953685583823,0.9567260940032415,0.9819916389752386,0.9974621251956375,0.9915254237288136,0.9722334004024145,0.9937317175094025,0.9974895397489539,1.0,0.993543179983858
7,0.9676375820996516,0.9670350198020151,0.9671450452279021,0.9457286014181765,0.9675199819259556,0.01047618675923879,0.9989959589410968,0.9784172661870504,0.8692129629629629,0.9875672043010753,0.9549926346801347,0.9977099390193896,0.9448572545952287,0.9983484723369116,0.969721767594108,0.9780265339966833,0.9868365180467091,0.9843436370935368,0.8020969855832241,0.9980066445182725,0.9504406176732153,0.9787560995336048,0.9968307512974595,0.9861224489795918,0.9656549520766773,0.9821798590965602,0.9995762711864407,0.9995698924731182,0.9947261663286004
8,0.9710386253846132,0.9720125243445178,0.9730445525352507,0.9539799993835132,0.9749865819242847,0.008152421946560046,0.9992639586115597,0.9776179056754596,0.8900462962962963,0.9928595430107527,0.9735637626262627,0.9979497764869536,0.9726241689479859,0.9975227085053675,0.9766775777414075,0.988391376451078,0.9796178343949045,0.9827378562826175,0.8072607260726072,0.9974059662775616,0.9530683009434723,0.9825581395348837,0.9981382003222167,0.9892601431980907,0.9718423169750603,0.9912790697674418,0.994991652754591,0.9974059662775616,0.9955266368442456
9,0.9720810028798872,0.9711409513193877,0.9709057552034109,0.9519188418728539,0.9707148953355478,0.008956334121923024,0.9991822045089268,0.9808153477218226,0.8923611111111112,0.981434811827957,0.9675399831649831,0.9981447411380056,0.946030504497458,0.9987613542526838,0.9607201309328969,0.9879767827529021,0.9842887473460722,0.9847450822962666,0.8268194070080862,0.9967679379444085,0.9551958139154607,0.983896854269206,0.997442502698206,0.9877501020824826,0.9679871948779512,0.9949152542372881,0.9995805369127517,1.0,0.9935196435803969
std,0.0018241355374545264,0.0020373100030573123,0.0021920936778001055,0.0033254133391079185,0.0024956832676474544,0.0009117342104343722,0.00010516956374056933,0.008800592579146851,0.006572810585417006,0.0037000625512513883,0.00741769795708719,0.00016595203613498717,0.011150744395586524,0.000578034682080927,0.007147638863603164,0.0037462848072993362,0.0026802095690971546,0.00292366783717914,0.014251286560753225,0.001592808301245184,0.0028150804658081457,0.0018905712545349519,0.000505970293181982,0.0035956641194314636,0.0025950239687259464,0.0036861676334227077,0.001474916860672969,0.0010078038983273815,0.0007836078032715809
