,AvF0.5,AvF1,AvF1.5,CBA,mGM,CEN,AvACC,Recall_0,Recall_1,Recall_2,Recall_3,Recall_4,Recall_5,Recall_6,Recall_7,Recall_8,Precision_0,Precision_1,Precision_2,Precision_3,Precision_4,Precision_5,Precision_6,Precision_7,Precision_8
MicFoal-b0.15,0.006359837,0.009089167,0.009701776,0.010301173,0.017943175,0.001585011,0.0002416,0.000378283,0.007283386,0.093175122,0.042167213,0.019669697,0.026662352,0.001688283,0.016276808,0.045098385,0.001136936,0.003848402,0.021145649,0.015853812,0.012862258,0.025101217,0.000559172,0.023335709,0.015075182
MicFoal-b0.2,0.008907841,0.01384736,0.015613465,0.017640681,0.02463046,0.001947902,0.000282614,0.000391919,0.005448847,0.090013462,0.053209316,0.013859695,0.02164411,0.001564064,0.035190721,0.03186669,0.001309695,0.003505349,0.014464994,0.012188968,0.007823458,0.024267415,0.000664386,0.009118448,0.012309797
MicFoal-b0.25,0.00949423,0.012522707,0.013383624,0.014041131,0.020099943,0.002018691,0.000279621,0.000399627,0.005935291,0.079329994,0.028337963,0.017540455,0.015583648,0.000890002,0.010462069,0.019477191,0.000974446,0.003835823,0.023093972,0.018290144,0.008699178,0.019271479,0.000378797,0.005943048,0.016669859
MicFoal-b0.3,0.006736624,0.008941384,0.009807439,0.010908314,0.013754035,0.001749124,0.000251688,0.000291068,0.007132259,0.053472612,0.042489132,0.013821556,0.020587804,0.0011777,0.008705472,0.040480933,0.001079677,0.002416241,0.014922597,0.014317037,0.008150182,0.018834503,0.000285259,0.007941953,0.014610931
