,AvF0.5,AvF1,AvF1.5,CBA,mGM,CEN,AvACC,Recall_0,Recall_1,Recall_2,Recall_3,Recall_4,Recall_5,Recall_6,Recall_7,Recall_8,Recall_9,Recall_10,Recall_11,Recall_12,Precision_0,Precision_1,Precision_2,Precision_3,Precision_4,Precision_5,Precision_6,Precision_7,Precision_8,Precision_9,Precision_10,Precision_11,Precision_12
ARFre,0.845183513,0.811434262,0.796543708,0.772233114,0.702482131,0.02288924,0.997906369,0.994743578,0.970787084,0.930571924,0.915351718,0.159090909,0.945381794,0.987037926,0.830188679,0.284330986,0.85581934,0.649606299,0.75483871,0.838709677,0.994065191,0.954430463,0.956907613,0.957279457,0.558282209,0.931610077,0.994403372,0.876494024,0.801488834,0.80919792,0.6875,0.975,1
CALMID,0.765773507,0.733756151,0.719229844,0.689060514,0.555420669,0.028582584,0.997175631,0.995724257,0.954732593,0.866086655,0.884309099,0.180944056,0.904039124,0.985343941,0.695471698,0.292869718,0.719455704,0.62992126,0.331612903,0.680645161,0.990025598,0.941019567,0.938185101,0.930772983,0.302312785,0.943834494,0.992837815,0.64513802,0.564896777,0.819004661,0.579845042,0.805350159,1
RAL,0.776519009,0.747657281,0.734787893,0.705676708,0.643032211,0.032647095,0.996801537,0.993438258,0.954877228,0.868859619,0.830899705,0.202622378,0.900671335,0.980680337,0.730943396,0.355985915,0.748899826,0.320997375,0.660645161,0.806451613,0.989899421,0.946997172,0.867554522,0.844314566,0.383057332,0.94805598,0.979474735,0.623297921,0.58864676,0.808431103,0.650089419,0.97753836,0.932384564
MicFoal ,0.914302564,0.897264204,0.887207578,0.871244046,0.85762743,0.01479401,0.998768655,0.998046316,0.984241507,0.953507799,0.920970358,0.547027972,0.956632211,0.991571223,0.854150943,0.603257042,0.859438332,0.725459318,0.963870968,0.98172043,0.995402692,0.973163305,0.973291091,0.985098234,0.716720428,0.978913666,0.997090438,0.911460614,0.758615475,0.937454136,0.835938681,0.988788837,0.995675549
