,AvF0.5,AvF1,AvF1.5,CBA,mGM,CEN,AvACC,Recall_0,Recall_1,Recall_2,Recall_3,Recall_4,Recall_5,Recall_6,Recall_7,Recall_8,Recall_9,Recall_10,Precision_0,Precision_1,Precision_2,Precision_3,Precision_4,Precision_5,Precision_6,Precision_7,Precision_8,Precision_9,Precision_10
0,0.9819368588465361,0.9808687388630822,0.9802270836148627,0.9740464088991178,0.9791158816079532,0.005800561141092184,0.999502240664637,0.9712230215827338,0.9328703703703703,0.9844590053763441,0.9779829545454546,0.9991489638247733,0.9878764176769652,0.9983484723369116,0.9869067103109657,0.9846600331674958,0.9685774946921444,0.9799277398635087,0.9225512528473804,0.9652694610778443,0.9833025675448901,0.9879361198947733,0.9984228617019796,0.9894242068155111,0.9926108374384236,0.9913686806411838,1.0,1.0,0.9787489975942262
1,0.9864375632783233,0.9846129427277144,0.9834569120116835,0.9804330592623256,0.9815448101464546,0.005085203620742238,0.9995614797468999,0.9584332533972821,0.9768518518518519,0.9891633064516129,0.9785616582491582,0.9993346444448227,0.993351583887368,0.9983484723369116,0.9864975450081833,0.9834162520729685,0.9668789808917198,0.9670814933761541,0.9538583929992045,0.97968659315148,0.9833806580925338,0.9896251762389934,0.9985481925848048,0.9925752246971473,0.9971134020618557,0.9893311448502257,1.0,0.9917247386759582,0.9885104636848584
2,0.9806793311218688,0.978501831985808,0.9771435028591781,0.9713627380609036,0.9748206069377158,0.0064781535272167845,0.9994228486052165,0.938449240607514,0.9421296296296297,0.9859711021505376,0.9725115740740741,0.999073144238253,0.9910050840829097,0.9983484723369116,0.9922258592471358,0.9751243781094527,0.9694267515923567,0.9610598153352068,0.9222309505106049,0.9890643985419199,0.9799615930533523,0.9847379075218411,0.998208187300856,0.9886851346078814,0.9950617283950617,0.9805903760614638,1.0,0.9965080750763858,0.9688385269121813
3,0.9826568757211117,0.9786824181913917,0.9761826115212404,0.9706325701448676,0.9718781279562319,0.005493157036650088,0.9995220805769459,0.9072741806554756,0.9589120370370371,0.9870631720430108,0.9825862794612794,0.9991830052717823,0.9902229174814235,0.9983484723369116,0.9885433715220949,0.9767827529021559,0.9681528662420382,0.9377759935768768,0.943474646716542,0.9910287081339713,0.9777814762419905,0.9857497229112788,0.9986946845513442,0.9925519404155233,0.9950617283950617,0.9837133550488599,0.9957734573119188,0.9960681520314548,0.9790444258172674
4,0.9864206591363955,0.984738234877813,0.9836947817080138,0.9777087769090982,0.9819799860837904,0.005470948603477136,0.999518886862679,0.9744204636290967,0.9814814814814815,0.9916834677419355,0.9738531144781145,0.9993145290443173,0.992960500586625,0.9983484723369116,0.9885433715220949,0.9871475953565506,0.9605095541401274,0.9546366920915295,0.9413127413127413,0.9958896065766295,0.978936893606435,0.9906346997752328,0.9983011993625247,0.9937377690802348,0.9971134020618557,0.990569905699057,0.9970686767169179,0.9947229551451188,0.9850869925434963
5,0.9835489172338718,0.9813712599557113,0.9800397280802542,0.9716022096573986,0.9778700933099557,0.005573903493965339,0.999503753020808,0.973621103117506,0.9589120370370371,0.988323252688172,0.9745370370370371,0.9993795172613347,0.9917872506843958,0.9987613542526838,0.9762684124386252,0.988391376451078,0.9651804670912951,0.9429947812123645,0.9206349206349206,0.9892537313432835,0.9759435918705931,0.9905882352941177,0.9983198265108809,0.9968553459119497,0.9946546052631579,0.9916874480465503,0.9958228905597326,0.9995602462620933,0.9824341279799247
6,0.9831688988928943,0.9810443434941671,0.9797363870087765,0.9735729712299398,0.9775745818043216,0.005672092911534858,0.9995111463383946,0.9720223820943246,0.9363425925925926,0.9838709677419355,0.9803503787878788,0.9991505111632736,0.9874853343762221,0.9983484723369116,0.9840425531914894,0.9854892205638475,0.9592356687898089,0.9686872741870735,0.9339477726574501,0.9877899877899878,0.9808223766853698,0.9871275327771156,0.9985247635601135,0.9913623871221044,0.9967023907666942,0.9901193906957596,0.998320033599328,1.0,0.9663596315578694
7,0.9835784741443591,0.9815647218334118,0.9803163976198718,0.9738074644274551,0.9782530659820833,0.00644030543676129,0.9994369469607214,0.9600319744204636,0.9409722222222222,0.9821908602150538,0.9732481060606061,0.999073144238253,0.9882675009777082,0.9987613542526838,0.9877250409165302,0.9821724709784412,0.9779193205944798,0.9718988358089121,0.946414499605989,0.9878493317132442,0.984506567867969,0.9857462567272339,0.9980955443156945,0.9964511041009464,0.9629777070063694,0.989344262295082,1.0,0.9986990459670425,0.9845465636437576
8,0.9838207249814359,0.9819510180877346,0.9807872652607535,0.9747219598182255,0.9788894136082031,0.005627594248956531,0.9995060535968338,0.9776179056754596,0.9652777777777778,0.9897513440860215,0.9801662457912458,0.9990329134372423,0.9882675009777082,0.9983484723369116,0.9811783960720131,0.9672470978441128,0.9592356687898089,0.962665596146126,0.9532346063912704,0.9846517119244392,0.978896643403124,0.9845950587924429,0.9986744067699609,0.9925373134328358,0.9950617283950617,0.9732142857142857,0.9974348011970928,0.9986737400530504,0.9791751735402205
9,0.9776368678356626,0.9754855514264628,0.9741476363355358,0.9693877448228521,0.9717571764146565,0.006313197845033536,0.9994372732457332,0.9424460431654677,0.9270833333333334,0.9759744623655914,0.9797716750841751,0.9990236294062398,0.9941337504888541,0.9983484723369116,0.9864975450081833,0.9842454394693201,0.9707006369426752,0.9345644319550381,0.9189399844115355,0.9816176470588235,0.9759744623655914,0.9849274135970595,0.9984643530410604,0.9941337504888541,0.9958813838550247,0.9913651315789473,0.999578947368421,0.9978175469227412,0.9315726290516206
