,AvF0.5,AvF1,AvF1.5,CBA,mGM,CEN,AvACC,Recall_0,Recall_1,Recall_2,Recall_3,Recall_4,Recall_5,Recall_6,Recall_7,Recall_8,Precision_0,Precision_1,Precision_2,Precision_3,Precision_4,Precision_5,Precision_6,Precision_7,Precision_8
0,0.6928017630091801,0.5961001673014602,0.558007881526385,0.5067440078454658,0.35089240137250594,0.07658336319588409,0.9827066557728634,0.9954625615401572,0.5047026699029126,0.2222222222222222,0.2723735408560311,0.21524663677130046,0.02564102564102564,0.9706711787930062,0.839527027027027,0.589622641509434,0.9206891278862327,0.974802226779959,1.0,0.9090909090909091,0.4549763033175355,0.3076923076923077,0.9834285714285714,0.9745098039215686,1.0
1,0.629976164952066,0.5462429830034377,0.5133159639855998,0.46719854929028554,0.2502149661109219,0.07962661236428638,0.9814791819775035,0.9953707105591888,0.4651092233009709,0.04938271604938271,0.30739299610894943,0.17040358744394618,0.008012820512820512,0.9639029892837,0.8158783783783784,0.5094339622641509,0.9152702702702703,0.9748807631160572,1.0,0.8876404494382022,0.40641711229946526,0.14705882352941177,0.9833141542002302,0.9507874015748031,1.0
2,0.6713220273590813,0.5856564503235294,0.5508291112207232,0.5021950320239953,0.3163682159110136,0.07790926778491217,0.9821388218853099,0.9947093834962157,0.49150485436893204,0.18518518518518517,0.4396887159533074,0.06950672645739911,0.02403846153846154,0.9746192893401016,0.8175675675675675,0.5990566037735849,0.918587884031418,0.9842041312272175,1.0,0.9186991869918699,0.16145833333333334,0.22058823529411764,0.9913941480206541,0.9584158415841584,0.9921875
3,0.6533290684602551,0.5619951856954907,0.5269112038348212,0.4790957706680577,0.29454160510594873,0.0793373415558801,0.9817379998565107,0.9948012344771843,0.4836165048543689,0.20987654320987653,0.2140077821011673,0.08520179372197309,0.019230769230769232,0.9655950366610265,0.8277027027027027,0.589622641509434,0.917008162021201,0.9758187940006122,1.0,0.8870967741935484,0.1919191919191919,0.21818181818181817,0.9890236857307915,0.974155069582505,0.9920634920634921
4,,,,0.40935528388240555,0.0,0.08008688730348505,0.9811663423368883,0.9956830038944816,0.4710254854368932,0.13580246913580246,0.2723735408560311,0.08744394618834081,0.01282051282051282,0.9633389734912577,0.8277027027027027,0.0,0.9136899243101094,0.9773371104815864,1.0,0.37037037037037035,0.7647058823529411,0.23529411764705882,0.9889982628836133,0.974155069582505,0.0
5,,,,0.41388722894770463,0.0,0.08311017549835062,0.9807780348524907,0.9923396281872291,0.47785194174757284,0.12345679012345678,0.36186770428015563,0.13452914798206278,0.016025641025641024,0.9717992103778906,0.785472972972973,0.0,0.9148784825133373,0.9746287128712872,1.0,0.30097087378640774,0.3448275862068966,0.3125,0.9925115207373272,0.9810126582278481,0.0
6,,,,0.4050376523806027,0.0,0.079294985737202,0.9815586955480035,0.9958483356602249,0.4825546116504854,0.04938271604938271,0.26459143968871596,0.07174887892376682,0.030448717948717948,0.9678510998307953,0.8631756756756757,0.0,0.915585731657884,0.9665755089638408,1.0,0.9066666666666666,0.2318840579710145,0.5277777777777778,0.9896193771626297,0.969639468690702,0.0
7,,,,0.40035483232561436,0.0,0.08294939792243843,0.9807794221480025,0.9945256815342788,0.47163228155339804,0.20987654320987653,0.20622568093385213,0.03811659192825112,0.008012820512820512,0.9723632261703328,0.785472972972973,0.0,0.9131358790986371,0.9755255726388453,1.0,0.8833333333333333,0.12318840579710146,0.07936507936507936,0.9707207207207207,0.9627329192546584,0.0
8,,,,0.4388122876565995,0.0,0.08016878935191661,0.9821484307068487,0.9945807921228599,0.5066747572815534,0.1111111111111111,0.35797665369649806,0.2062780269058296,0.02403846153846154,0.9650310208685843,0.8581081081081081,0.0,0.9200924493992488,0.9427039232289021,1.0,0.8932038834951457,0.5027322404371585,0.30612244897959184,0.974373576309795,0.9639468690702088,0.0
9,,,,0.42405956843884796,0.0,0.08063478414985494,0.9813506992402696,0.9941031670218238,0.4754247572815534,0.08641975308641975,0.2178988326848249,0.24439461883408073,0.009615384615384616,0.9746192893401016,0.8918918918918919,0.0,0.9162715882153742,0.9628264208909371,1.0,0.8115942028985508,0.3784722222222222,0.17647058823529413,0.9829351535836177,0.974169741697417,0.0
std,0.023109945694660333,0.019556598247821577,0.017993121351973135,0.03878575606051256,0.15022584506732553,0.0018953198630498756,0.0005871881378195372,0.0009633692395925687,0.013345376675556922,0.062415924245750806,0.07192552011148229,0.06861865766227286,0.007667226739683132,0.0041446526950646104,0.03182183168639545,0.2811277225191684,0.0024353856375569647,0.010899070423693744,0.0,0.22285888071789922,0.18327951587724972,0.11604391656292525,0.0068982734967292765,0.008713709598292855,0.487975451294998
mean,0.6618572559451456,0.5724986965809794,0.5372660401418823,0.4446740213459579,0.12120171885003903,0.07997016048642103,0.9815844284324692,0.9947424498493642,0.4830097087378641,0.1382716049382716,0.2914396887159533,0.13228699551569506,0.017788461538461538,0.9689791314156796,0.8312499999999998,0.22877358490566038,0.9165209499403713,0.9709303164199244,1.0,0.7768666650265003,0.3560581335856861,0.25310511967024574,0.9846319170777951,0.9683524843186373,0.3984250992063492
