,AvF0.5,AvF1,AvF1.5,CBA,mGM,CEN,AvACC,Recall_0,Recall_1,Recall_2,Recall_3,Recall_4,Recall_5,Recall_6,Recall_7,Recall_8,Precision_0,Precision_1,Precision_2,Precision_3,Precision_4,Precision_5,Precision_6,Precision_7,Precision_8
0,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
1,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
2,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
3,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
4,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
5,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
6,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
7,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
8,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
9,,,,0.4965254462006887,0.0,0.0578743728428297,0.9899716381261098,0.9969321772356529,0.8044599514563107,0.2222222222222222,0.19455252918287938,0.2645739910313901,0.44711538461538464,0.9785673998871969,0.6030405405405406,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666667,0.0
std,,,,1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,5.551115123125783e-17,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0
mean,,,,0.49652544620068884,0.0,0.0578743728428297,0.9899716381261097,0.9969321772356528,0.8044599514563107,0.22222222222222227,0.19455252918287938,0.2645739910313902,0.4471153846153847,0.9785673998871969,0.6030405405405405,0.0,0.9541969968702746,0.9615593834995467,1.0,0.8928571428571429,0.8489208633093526,0.8829113924050633,1.0,0.9916666666666669,0.0
